time_ms,ax,ay,az,gx,gy,gz,mx,my,mz,qw,qx,qy,qz,heading
12985818.0,-0.06,0.09,-1.01,0.24,1.34,0.37,85.52,135.93,-28.51,0.0197,0.5177,0.8543,0.0431,32.18
12985830.0,-0.05,0.09,-1.02,0.18,1.65,0.43,85.82,135.63,-28.36,0.0197,0.5177,0.8542,0.0431,32.32
12985841.0,0.0,0.09,-0.99,0.06,2.01,0.37,85.97,136.53,-27.46,0.0197,0.5177,0.8542,0.0431,32.2
12985853.0,0.02,0.1,-0.98,0.0,2.01,0.49,85.97,138.33,-28.51,0.0197,0.5178,0.8542,0.0431,31.86
12985864.0,0.04,0.09,-0.96,0.0,1.77,0.3,86.87,135.33,-28.36,0.0197,0.5178,0.8542,0.0431,32.7
12985875.0,0.01,0.11,-0.97,0.12,1.34,0.37,85.82,136.08,-28.06,0.0196,0.5178,0.8542,0.0431,32.24
12985887.0,-0.02,0.1,-0.99,0.12,0.67,0.3,87.17,136.08,-28.06,0.0197,0.5178,0.8542,0.0431,32.64
12985898.0,-0.05,0.1,-1.0,0.12,0.55,0.24,87.02,136.98,-28.51,0.0196,0.5178,0.8542,0.0431,32.43
12985910.0,-0.07,0.1,-1.0,0.18,0.73,0.3,86.12,137.88,-29.41,0.0196,0.5179,0.8542,0.0431,31.99
12985921.0,-0.07,0.09,-1.0,0.24,1.04,0.24,85.22,136.23,-28.81,0.0196,0.5179,0.8541,0.0431,32.03
12985933.0,-0.05,0.09,-1.02,0.12,1.59,0.43,85.97,136.53,-28.21,0.0196,0.5179,0.8541,0.0431,32.2
12985944.0,-0.01,0.09,-1.02,0.12,2.01,0.49,86.12,135.33,-27.61,0.0196,0.5179,0.8541,0.0431,32.47
12985955.0,0.02,0.1,-1.0,0.06,2.01,0.43,85.52,136.98,-28.51,0.0196,0.5179,0.8541,0.0431,31.98
12985967.0,0.03,0.09,-0.98,0.0,1.83,0.3,86.87,138.48,-29.41,0.0196,0.518,0.8541,0.0431,32.1
12985978.0,0.01,0.1,-0.98,0.18,1.22,0.37,86.87,136.08,-28.36,0.0196,0.518,0.8541,0.0431,32.55
12985990.0,-0.01,0.1,-0.99,0.06,0.85,0.37,85.82,136.83,-29.41,0.0196,0.518,0.8541,0.0431,32.1
12986001.0,-0.05,0.1,-1.0,0.24,0.67,0.3,85.97,136.98,-28.81,0.0196,0.518,0.8541,0.0431,32.11
12986013.0,-0.07,0.1,-1.01,0.18,0.67,0.3,87.17,137.13,-29.11,0.0195,0.5181,0.854,0.0431,32.44
12986024.0,-0.06,0.1,-1.0,0.18,1.04,0.49,85.82,137.13,-28.66,0.0195,0.5181,0.854,0.0431,32.04
12986035.0,-0.06,0.1,-1.03,0.18,1.46,0.43,86.12,137.13,-28.66,0.0196,0.5181,0.854,0.0431,32.13
12986047.0,-0.01,0.08,-1.02,0.12,2.01,0.55,86.27,135.48,-29.26,0.0196,0.5181,0.854,0.0431,32.49
12986058.0,0.02,0.09,-1.01,0.0,2.07,0.43,85.37,136.08,-28.66,0.0196,0.5182,0.854,0.043,32.1
12986070.0,0.03,0.1,-0.97,0.12,1.71,0.3,85.82,136.83,-28.66,0.0196,0.5182,0.854,0.043,32.1
12986081.0,0.01,0.11,-0.98,0.06,1.34,0.37,85.97,135.18,-28.21,0.0196,0.5182,0.854,0.043,32.45
12986093.0,-0.02,0.1,-0.98,0.06,0.91,0.37,86.72,136.98,-28.81,0.0197,0.5182,0.8539,0.043,32.34
12986104.0,-0.04,0.11,-0.99,0.0,0.55,0.3,86.87,137.13,-28.06,0.0196,0.5182,0.8539,0.043,32.35
12986115.0,-0.07,0.1,-1.01,0.24,0.55,0.3,87.17,135.63,-28.06,0.0196,0.5183,0.8539,0.043,32.73
12986127.0,-0.06,0.09,-0.99,0.18,1.04,0.43,85.82,136.98,-28.21,0.0196,0.5183,0.8539,0.043,32.07
12986138.0,-0.06,0.09,-1.01,0.18,1.4,0.24,85.37,137.43,-26.26,0.0196,0.5183,0.8539,0.043,31.85
12986150.0,-0.02,0.09,-1.02,0.12,1.83,0.43,85.52,136.98,-29.26,0.0197,0.5183,0.8539,0.043,31.98
12986161.0,0.01,0.09,-1.01,0.12,2.07,0.43,86.27,136.23,-27.16,0.0197,0.5183,0.8539,0.043,32.34
12986172.0,0.02,0.09,-0.98,0.0,1.89,0.43,85.37,136.08,-28.06,0.0197,0.5184,0.8539,0.0429,32.1
12986184.0,0.02,0.1,-0.97,0.0,1.4,0.37,85.52,136.23,-28.21,0.0197,0.5184,0.8538,0.0429,32.12
12986195.0,-0.01,0.11,-0.98,0.06,0.98,0.3,85.52,136.23,-27.76,0.0197,0.5184,0.8538,0.0429,32.12
12986207.0,-0.03,0.1,-1.01,0.18,0.67,0.24,87.17,137.13,-29.11,0.0197,0.5184,0.8538,0.0429,32.44
12986218.0,-0.05,0.1,-1.01,0.3,0.67,0.24,84.32,136.38,-28.36,0.0197,0.5184,0.8538,0.0429,31.73
12986229.0,-0.08,0.1,-1.01,0.18,0.98,0.18,87.02,136.23,-27.16,0.0197,0.5185,0.8538,0.0429,32.57
12986241.0,-0.07,0.09,-1.03,0.3,1.4,0.37,87.02,138.33,-28.81,0.0197,0.5185,0.8538,0.0429,32.17
12986252.0,-0.02,0.09,-1.03,0.06,1.71,0.37,86.87,136.38,-29.11,0.0198,0.5185,0.8538,0.0429,32.5
12986264.0,0.0,0.09,-1.02,0.12,2.07,0.43,86.87,137.43,-27.31,0.0198,0.5185,0.8538,0.0429,32.3
12986275.0,0.02,0.1,-0.98,0.06,1.83,0.24,86.42,136.38,-28.36,0.0198,0.5185,0.8538,0.0429,32.36
12986287.0,0.03,0.1,-0.96,0.0,1.52,0.3,86.42,136.08,-27.01,0.0198,0.5185,0.8538,0.0429,32.42
12986298.0,0.0,0.1,-0.98,0.12,1.1,0.3,86.27,136.98,-28.21,0.0198,0.5186,0.8537,0.0429,32.2
12986309.0,-0.03,0.09,-1.0,0.12,0.67,0.37,85.52,135.93,-27.46,0.0198,0.5186,0.8537,0.0429,32.18
12986321.0,-0.05,0.1,-1.0,0.24,0.55,0.24,86.87,136.38,-27.61,0.0198,0.5186,0.8537,0.0429,32.5
12986332.0,-0.07,0.09,-1.02,0.24,0.91,0.3,85.82,135.63,-25.96,0.0198,0.5186,0.8537,0.0429,32.32
12986344.0,-0.07,0.11,-1.02,0.12,1.34,0.3,86.12,136.08,-28.36,0.0198,0.5186,0.8537,0.0429,32.33
12986355.0,-0.04,0.1,-1.02,0.12,1.83,0.43,86.72,136.53,-29.26,0.0198,0.5187,0.8537,0.0429,32.42
12986367.0,0.01,0.09,-1.01,0.12,1.89,0.3,86.42,136.08,-28.06,0.0198,0.5187,0.8537,0.0429,32.42
12986378.0,0.03,0.11,-0.98,0.12,1.89,0.43,85.37,137.13,-28.36,0.0199,0.5187,0.8536,0.0429,31.9
12986390.0,0.03,0.1,-0.96,0.12,1.52,0.37,88.22,136.38,-28.06,0.0199,0.5187,0.8536,0.0429,32.9
12986401.0,0.01,0.1,-0.98,0.06,1.1,0.43,84.32,137.13,-27.31,0.0199,0.5187,0.8536,0.0429,31.59
12986413.0,-0.01,0.1,-1.0,0.06,0.67,0.37,86.87,137.13,-29.11,0.0199,0.5188,0.8536,0.0429,32.35
12986424.0,-0.05,0.11,-1.0,0.18,0.55,0.3,86.87,136.38,-29.11,0.0198,0.5188,0.8536,0.043,32.5
12986435.0,-0.07,0.1,-1.0,0.12,0.85,0.24,86.12,134.58,-28.36,0.0198,0.5188,0.8536,0.043,32.62
